datetime,CT,cash,commission,total,returns,equity_curve,drawdown
1960-08-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-08-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1960-09-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
