datetime,ZN,cash,commission,total,returns,equity_curve,drawdown
1990-01-01,0.0,100000.0,0.0,100000.0,,,
1982-05-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-05-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1982-06-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
