datetime,ES,cash,commission,total,returns,equity_curve,drawdown
1998-09-10,-49050.0,100951.89999999998,9.1,51901.89999999998,0.03078334680518502,0.5190189999999998,1.0384780000000005
1998-09-11,-51200.0,100951.89999999998,9.1,49751.89999999998,-0.041424302385847156,0.49751899999999977,1.0599780000000003
1998-09-14,-52012.5,100951.89999999998,9.1,48939.39999999998,-0.016331034593653704,0.4893939999999998,1.0681030000000002
1998-09-15,-52387.5,100951.89999999998,9.1,48564.39999999998,-0.007662537750769305,0.4856439999999998,1.0718530000000004
1998-09-16,-52887.5,100951.89999999998,9.1,48064.39999999998,-0.01029560748202385,0.4806439999999998,1.0768530000000003
1998-09-17,-51375.0,100951.89999999998,9.1,49576.89999999998,0.031468196835911844,0.4957689999999998,1.0617280000000004
1998-09-18,-51475.0,100951.89999999998,9.1,49476.89999999998,-0.002017068433080693,0.4947689999999998,1.0627280000000003
1998-09-21,-52000.0,100951.89999999998,9.1,48951.89999999998,-0.010611012411852805,0.4895189999999998,1.0679780000000003
1998-09-22,-52250.0,100951.89999999998,9.1,48701.89999999998,-0.005107054067360006,0.4870189999999998,1.0704780000000003
1998-09-23,-54562.5,100951.89999999998,9.1,46389.39999999998,-0.0474827470796827,0.46389399999999986,1.0936030000000003
1998-09-24,-53700.0,100951.89999999998,9.1,47251.89999999998,0.018592609518553793,0.47251899999999986,1.0849780000000002
1998-09-25,-53600.0,100951.89999999998,9.1,47351.89999999998,0.002116317015823599,0.4735189999999998,1.0839780000000003
1998-09-28,-53200.0,100951.89999999998,9.1,47751.89999999998,0.008447390706603164,0.4775189999999998,1.0799780000000003
1998-09-29,-53462.5,100951.89999999998,9.1,47489.39999999998,-0.00549716346365281,0.47489399999999976,1.0826030000000004
1998-09-30,-52175.0,100951.89999999998,9.1,48776.89999999998,0.027111313261485748,0.4877689999999998,1.0697280000000005
1998-10-01,-50237.5,100951.89999999998,9.1,50714.39999999998,0.039721671528941016,0.5071439999999998,1.0503530000000003
1998-10-02,-50812.5,100951.89999999998,9.1,50139.39999999998,-0.01133800261858564,0.5013939999999998,1.0561030000000002
1998-10-05,-49137.5,100951.89999999998,9.1,51814.39999999998,0.033406861669665,0.5181439999999998,1.0393530000000002
1998-10-06,-50187.5,100951.89999999998,9.1,50764.39999999998,-0.02026463685770752,0.5076439999999999,1.0498530000000001
1998-10-07,-49037.5,100951.89999999998,9.1,51914.39999999998,0.022653670682604377,0.5191439999999999,1.0383530000000003
1998-10-08,-48700.0,100951.89999999998,9.1,52251.89999999998,0.006501086403772449,0.522519,1.0349780000000002
1998-10-09,-50000.0,100951.89999999998,9.1,50951.89999999998,-0.024879478066826333,0.5095189999999999,1.047978
1998-10-12,-50850.0,100951.89999999998,9.1,50101.89999999998,-0.01668240046004177,0.5010189999999999,1.0564780000000003
1998-10-13,-50550.0,100951.89999999998,9.1,50401.89999999998,0.0059877968699790785,0.5040189999999999,1.0534780000000001
1998-10-14,-50987.5,100951.89999999998,9.1,49964.39999999998,-0.008680228324725814,0.4996439999999999,1.0578530000000002
1998-10-15,-53450.0,100951.89999999998,9.1,47501.89999999998,-0.04928509098478118,0.4750189999999999,1.0824780000000003
1998-10-16,-53650.0,100951.89999999998,9.1,47301.89999999998,-0.004210357901473394,0.4730189999999999,1.0844780000000003
1998-10-19,-53812.5,100951.89999999998,9.1,47139.39999999998,-0.0034353799741659863,0.47139399999999987,1.0861030000000003
1998-10-20,-54087.5,100951.89999999998,9.1,46864.39999999998,-0.005833761142483795,0.46864399999999984,1.0888530000000003
1998-10-21,0.0,99850.34999999998,10.4,99850.34999999998,1.1306226047916974,0.9985034999999999,0.5589935000000003
1998-10-22,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-10-23,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-10-26,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-10-27,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-10-28,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-10-29,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-10-30,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-02,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-03,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-04,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-05,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-06,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-09,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-10,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-11,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-12,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-13,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-16,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
1998-11-17,0.0,99850.34999999998,10.4,99850.34999999998,0.0,0.9985034999999999,0.5589935000000003
