datetime,ZN,ZS,ZM,ZL,ZC,ZW,HE,LE,GC,SI,HG,CL,HO,RB,NG,A6,B6,D6,E6,J6,S6,ES,YM,NQ,PA,PL,AUP,ZR,ZO,LB,FC,N6,SB,KC,CC,CT,OJ,cash,commission,total,returns,equity_curve,drawdown
1993-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2097.5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-40425.0,-42160.0,,0.0,-20793.75,-9410.0,0.0,0.0,98955.98094999955,817.6999999999924,,0.0,1.0,0.0
1993-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2108.75,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-40996.99999999999,-42435.0,,0.0,-20437.5,-9130.0,0.0,0.0,98955.98094999955,817.6999999999924,,0.0,1.0,0.0
1993-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2041.2500000000002,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-39896.99999999999,-42335.0,,0.0,-20681.25,-9140.0,0.0,0.0,98955.98094999955,817.6999999999924,,0.0,1.0,0.0
1993-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2070.0,-20530.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-38796.99999999999,-42700.0,,0.0,-20325.0,-9180.0,0.0,0.0,98974.89094999955,818.9999999999924,,0.0,1.0,0.0
1993-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2085.0,-20329.999999999996,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-38610.0,-42735.0,,0.0,-20606.25,-9240.0,0.0,0.0,98974.89094999955,818.9999999999924,,0.0,1.0,0.0
1993-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2125.0,-20510.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-39710.0,-42475.0,,0.0,-20962.5,-9310.0,0.0,0.0,98974.89094999955,818.9999999999924,,0.0,1.0,0.0
1993-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2123.75,-20490.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-38830.0,-42610.0,,0.0,-22181.25,-9510.0,0.0,0.0,98974.89094999955,818.9999999999924,,0.0,1.0,0.0
1993-04-27,0.0,0.0,0.0,0.0,-11400.0,-14987.5,0.0,0.0,0.0,0.0,-2118.75,-20379.999999999996,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-38191.99999999999,-42535.0,,0.0,-23306.25,-9550.0,0.0,0.0,99503.29094999954,821.5999999999923,,0.0,1.0,0.0
1993-04-28,0.0,0.0,0.0,0.0,-11412.5,-15025.0,0.0,0.0,0.0,0.0,-2081.25,-20390.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-37091.99999999999,-42685.0,,0.0,-22912.5,-9440.0,0.0,0.0,99503.29094999954,821.5999999999923,,0.0,1.0,0.0
1993-04-29,0.0,0.0,0.0,0.0,-11437.5,-14912.5,0.0,0.0,0.0,0.0,-2065.0,-20730.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-36025.0,-42985.0,,0.0,-23493.75,-9300.0,0.0,0.0,99503.29094999954,821.5999999999923,,0.0,1.0,0.0
1993-04-30,0.0,0.0,0.0,0.0,-11625.0,-15062.5,0.0,0.0,0.0,0.0,-2092.5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-24075.0,-9360.0,0.0,0.0,99058.96094999954,825.4999999999922,,0.0,1.0,0.0
1993-05-03,0.0,0.0,0.0,0.0,-11662.5,-14837.5,0.0,0.0,0.0,0.0,-2066.25,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-36410.0,0.0,,0.0,-24056.25,-9360.0,0.0,0.0,99384.66094999954,826.7999999999921,,0.0,1.0,0.0
1993-05-04,0.0,0.0,0.0,-12606.0,-11550.0,-14562.5,0.0,0.0,0.0,0.0,-2028.7499999999998,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-35310.0,0.0,,0.0,-22087.5,-9310.0,0.0,0.0,99404.36094999954,828.0999999999921,,0.0,1.0,0.0
1993-05-05,0.0,0.0,0.0,-12594.0,-11512.5,-14600.0,0.0,0.0,0.0,0.0,-2023.75,0.0,0.0,,-21760.0,-69869.99999999999,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-34210.0,0.0,,0.0,-21731.25,-9400.0,0.0,0.0,99404.68824999954,830.699999999992,,0.0,1.0,0.0
1993-05-06,0.0,0.0,0.0,-12636.0,-11575.0,-14687.5,0.0,0.0,0.0,0.0,-1938.75,0.0,0.0,,-21380.0,-69979.99999999999,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-32890.0,0.0,,0.0,-22162.5,-9410.0,0.0,0.0,99404.68824999954,830.699999999992,,0.0,1.0,0.0
1993-05-07,0.0,0.0,0.0,-12810.0,-11512.5,-14650.0,0.0,0.0,0.0,0.0,-1923.7499999999998,0.0,0.0,,-21349.999999999996,-70520.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-32450.0,0.0,,0.0,-22424.999999999996,-9340.0,0.0,0.0,99404.68824999954,830.699999999992,,0.0,1.0,0.0
1993-05-10,0.0,0.0,0.0,-12852.0,-11375.0,-14687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-20660.0,-69730.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-31350.0,0.0,,0.0,-22537.5,-9150.0,0.0,0.0,99402.60524999954,831.9999999999919,,0.0,1.0,0.0
1993-05-11,0.0,0.0,0.0,-12864.0,-11450.0,-14675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21360.0,-69810.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-30250.0,0.0,,0.0,-22612.499999999996,-9100.0,0.0,0.0,99402.60524999954,831.9999999999919,,0.0,1.0,0.0
1993-05-12,0.0,0.0,0.0,-12834.0,-11637.5,-14875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21700.0,-69769.99999999999,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-22049.999999999996,-9020.0,0.0,0.0,99125.10524999954,833.2999999999919,,0.0,1.0,0.0
1993-05-13,0.0,0.0,0.0,-12678.0,-11487.5,-14662.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21950.0,-69970.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-21806.25,-9050.0,0.0,0.0,99125.10524999954,833.2999999999919,,0.0,1.0,0.0
1993-05-14,0.0,0.0,0.0,-12744.0,-11437.5,-14825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21930.0,-69860.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-22181.25,-9320.0,0.0,0.0,99125.10524999954,833.2999999999919,,0.0,1.0,0.0
1993-05-17,0.0,0.0,0.0,-12726.0,-11362.5,-14700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-22400.0,-69720.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-22443.75,-9150.0,0.0,0.0,99125.10524999954,833.2999999999919,,0.0,1.0,0.0
1993-05-18,0.0,0.0,0.0,-12870.0,-11462.5,-14850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-22420.0,-68579.99999999999,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-23737.499999999996,-9130.0,0.0,0.0,99125.10524999954,833.2999999999919,,0.0,1.0,0.0
1993-05-19,0.0,0.0,0.0,-12702.0,-11312.5,-14850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21880.0,-68640.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-24562.5,-9240.0,0.0,0.0,99125.10524999954,833.2999999999919,,0.0,1.0,0.0
1993-05-20,-110875.0,0.0,0.0,-12912.0,-11650.0,-15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21960.0,-69089.99999999999,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-24562.5,-9280.0,0.0,0.0,99234.02399999954,834.5999999999918,,0.0,1.0,0.0
1993-05-21,-110468.75,0.0,0.0,-12924.0,-11650.0,-14987.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21170.0,-69069.99999999999,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-25200.0,-9180.0,0.0,0.0,99234.02399999954,834.5999999999918,,0.0,1.0,0.0
1993-05-24,-110468.75,0.0,0.0,-12966.0,-11612.5,-14850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-20329.999999999996,-69020.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-23718.75,-9180.0,0.0,0.0,99234.02399999954,834.5999999999918,,0.0,1.0,0.0
1993-05-25,-110375.0,0.0,0.0,-12972.0,-11487.5,-14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-20770.0,-69560.0,0.0,78979.99999999999,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-24487.499999999996,-9120.0,0.0,0.0,99231.93739999954,835.8999999999918,,0.0,1.0,0.0
1993-05-26,-110750.0,0.0,0.0,-13062.0,-11550.0,-14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-20870.0,-69560.0,0.0,78790.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,-25049.999999999996,-9120.0,0.0,0.0,99231.93739999954,835.8999999999918,,0.0,1.0,0.0
1993-05-27,-110750.0,0.0,0.0,0.0,-11462.5,-14575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21030.0,-68820.0,0.0,78749.99999999999,,0.0,0.0,,,,,,,0.0,0.0,-31240.0,0.0,,0.0,-24243.75,-9220.0,0.0,0.0,99489.41739999954,838.4999999999917,,0.0,1.0,0.0
1993-05-28,-110406.25,0.0,0.0,0.0,-11462.5,-14562.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21320.0,-68189.99999999999,0.0,78190.0,,0.0,0.0,,,,,,,0.0,0.0,-30910.0,0.0,,0.0,-24506.249999999996,-9280.0,0.0,0.0,99489.41739999954,838.4999999999917,,0.0,1.0,0.0
1993-06-01,-111250.0,0.0,0.0,0.0,-11212.5,-14300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21760.0,-67520.0,0.0,78249.99999999999,,0.0,0.0,,,,,,,0.0,0.0,-31206.999999999996,0.0,,0.0,-23662.5,-9110.0,0.0,0.0,99489.41739999954,838.4999999999917,,0.0,1.0,0.0
1993-06-02,-111375.0,0.0,0.0,0.0,-11187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21300.0,-67479.99999999999,0.0,78310.0,,0.0,0.0,,,,,,,0.0,-6850.0,-32306.999999999996,0.0,,0.0,-23775.0,-9120.0,0.0,0.0,99336.31739999953,841.0999999999916,,0.0,1.0,0.0
1993-06-03,-111656.25,0.0,0.0,0.0,-11187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21320.0,-67530.0,0.0,78159.99999999999,,0.0,0.0,,,,,,,0.0,-6875.0,-32615.0,0.0,,0.0,-23531.25,-9060.0,0.0,0.0,99336.31739999953,841.0999999999916,,0.0,1.0,0.0
1993-06-04,-110968.75,0.0,0.0,0.0,-11212.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21309.999999999996,-67149.99999999999,0.0,77780.0,,0.0,0.0,,,,,,,0.0,-6987.5,-32438.999999999996,0.0,,0.0,-22762.5,-8900.0,0.0,0.0,99336.31739999953,841.0999999999916,,0.0,1.0,0.0
1993-06-07,-111218.75,0.0,0.0,0.0,-11362.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-20930.0,-66830.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,-7037.5,-31658.0,0.0,,0.0,-22518.749999999996,-8840.0,0.0,0.0,99335.79629999954,842.3999999999916,,0.0,1.0,0.0
1993-06-08,-110968.75,0.0,0.0,0.0,-11275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21600.0,-66690.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,-31273.0,0.0,,0.0,-22612.499999999996,-8830.0,0.0,0.0,99192.99629999953,843.6999999999915,,0.0,1.0,0.0
1993-06-09,-111250.0,0.0,0.0,0.0,-11237.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-22070.0,-67310.0,0.0,-77649.99999999999,,0.0,0.0,,,,,,,0.0,0.0,-32373.0,0.0,,0.0,-22612.499999999996,-8800.0,0.0,0.0,99192.47239999953,844.9999999999915,,0.0,1.0,0.0
1993-06-10,-111218.75,0.0,0.0,0.0,-11137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-21880.0,-67330.0,0.0,-77900.0,,0.0,0.0,,,,,,,0.0,0.0,-32560.0,43510.0,,0.0,-22875.0,-9020.0,0.0,0.0,99104.72239999953,846.2999999999914,,0.0,1.0,0.0
1993-06-11,-112000.0,0.0,0.0,0.0,-11012.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-22000.0,-67689.99999999999,0.0,-77900.0,,0.0,0.0,,,,,,,0.0,0.0,-32746.999999999996,43760.0,,0.0,-22181.25,-8810.0,0.0,0.0,99104.72239999953,846.2999999999914,,0.0,1.0,0.0
1993-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-22230.000000000004,-67099.99999999999,0.0,-77720.0,,0.0,0.0,,,,,,,0.0,0.0,-33308.0,43660.0,,0.0,-22743.75,-8850.0,0.0,0.0,98769.55989999953,848.8999999999913,,0.0,1.0,0.0
1993-06-15,0.0,0.0,0.0,0.0,-10937.5,0.0,0.0,0.0,-37080.0,0.0,0.0,0.0,0.0,,-21850.0,-67069.99999999999,0.0,-77500.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,43274.99999999999,,0.0,-23700.0,-8880.0,0.0,-16597.5,99152.65989999952,854.0999999999912,,0.0,1.0,0.0
1993-06-16,0.0,0.0,0.0,0.0,-10987.5,0.0,0.0,0.0,-37150.0,0.0,0.0,0.0,0.0,,-22150.0,-67120.0,0.0,-77569.99999999999,,0.0,0.0,,,,,,,0.0,-6650.0,0.0,43274.99999999999,,0.0,-22893.749999999996,-8930.0,0.0,-17242.5,99283.35989999952,855.3999999999911,,0.0,1.0,0.0
1993-06-17,0.0,0.0,0.0,0.0,-11062.5,0.0,0.0,0.0,-37219.99999999999,0.0,0.0,0.0,0.0,,-22870.0,-66859.99999999999,0.0,-77769.99999999999,,0.0,0.0,,,,,,,0.0,-6700.0,0.0,43200.0,,0.0,-23906.25,-9130.0,0.0,0.0,99168.45989999952,856.6999999999911,,0.0,1.0,0.0
1993-06-18,0.0,0.0,0.0,0.0,-11150.0,0.0,0.0,0.0,-37250.0,0.0,0.0,0.0,0.0,,-23040.0,-67340.0,0.0,-77930.0,,0.0,0.0,,,,,,,0.0,-6700.0,0.0,43225.0,,0.0,-23793.75,-9280.0,0.0,0.0,99168.45989999952,856.6999999999911,,0.0,1.0,0.0
1993-06-21,0.0,0.0,0.0,0.0,-11212.5,0.0,0.0,0.0,-37110.0,0.0,0.0,0.0,0.0,,0.0,-68040.0,0.0,-78010.0,,0.0,0.0,,,,,,,0.0,-6750.0,0.0,43000.0,,0.0,-23381.25,-9330.0,0.0,0.0,99164.83289999953,857.999999999991,,0.0,1.0,0.0
1993-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36969.99999999999,0.0,0.0,0.0,0.0,,0.0,-67679.99999999999,0.0,-77710.0,,0.0,-82162.5,,,,,,,0.0,-6662.5,0.0,42750.0,,0.0,-23756.25,-9370.0,0.0,0.0,98934.14239999953,860.5999999999909,,0.0,1.0,0.0
1993-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37550.0,0.0,0.0,0.0,0.0,,0.0,-66820.0,0.0,-77549.99999999999,,0.0,-82425.0,,,,,,,0.0,-6725.0,0.0,42885.0,,0.0,-23943.75,-9310.0,0.0,0.0,98934.14239999953,860.5999999999909,,0.0,1.0,0.0
1993-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37610.0,0.0,0.0,0.0,0.0,,0.0,-66190.0,0.0,-77370.0,,0.0,-81924.99999999999,,,,,,,0.0,-6787.5,0.0,43149.99999999999,,0.0,-23662.5,-9230.0,0.0,0.0,98934.14239999953,860.5999999999909,,0.0,1.0,0.0
1993-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37810.0,0.0,0.0,0.0,0.0,,0.0,-66369.99999999999,0.0,-77490.0,,0.0,-82025.0,,,,,,,0.0,-6750.0,0.0,43435.0,,0.0,-23193.75,-9180.0,0.0,0.0,98934.14239999953,860.5999999999909,,0.0,1.0,0.0
1993-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-66299.99999999999,0.0,-77500.0,,0.0,-82437.49999999999,,,,,,,0.0,-6750.0,-29183.0,43385.0,,0.0,-23418.75,-9010.0,0.0,0.0,98822.34239999953,863.1999999999908,,0.0,1.0,0.0
1993-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-66340.0,0.0,-77510.0,,0.0,-82949.99999999999,,,,,,,0.0,-6837.5,-28083.0,43310.0,,0.0,-22725.0,-9000.0,0.0,0.0,98822.34239999953,863.1999999999908,,0.0,1.0,0.0
1993-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-66110.0,0.0,-77490.0,,0.0,-81999.99999999999,,,,,,,0.0,-7050.0,-28270.0,43460.0,,0.0,-23006.25,-9030.0,0.0,0.0,98822.34239999953,863.1999999999908,,0.0,1.0,0.0
1993-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-66420.0,0.0,-77049.99999999999,,0.0,-82362.5,,,,,,,0.0,0.0,-27896.0,43075.0,,0.0,-23343.75,-9390.0,0.0,0.0,98681.54239999953,864.4999999999908,,0.0,1.0,0.0
1993-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-66620.0,0.0,-77110.0,,0.0,-82212.49999999999,,,,,,,0.0,0.0,-28050.0,43185.0,,0.0,-24262.5,-9780.0,0.0,0.0,98681.54239999953,864.4999999999908,,0.0,1.0,0.0
1993-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67400.0,0.0,-77429.99999999999,,0.0,-82125.0,,,,,,,0.0,0.0,-28446.0,42575.0,,0.0,-26868.75,-9840.0,0.0,0.0,98681.54239999953,864.4999999999908,,0.0,1.0,0.0
1993-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67569.99999999999,0.0,-77400.0,,0.0,-82100.0,,,,,,,0.0,0.0,-28655.0,42750.0,,0.0,0.0,-9740.0,0.0,0.0,98610.39239999953,865.7999999999907,,0.0,1.0,0.0
1993-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67969.99999999999,0.0,-77639.99999999999,,0.0,-82174.99999999999,,,,,,,0.0,0.0,-28281.0,43274.99999999999,,0.0,0.0,-9630.0,0.0,0.0,98610.39239999953,865.7999999999907,,0.0,1.0,0.0
1993-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67730.0,0.0,-77790.0,,0.0,-81174.99999999999,,,,,,,0.0,0.0,-27720.0,43085.0,,0.0,0.0,-9810.0,0.0,0.0,98610.39239999953,865.7999999999907,,0.0,1.0,0.0
1993-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67599.99999999999,0.0,-77820.0,,0.0,-81337.49999999999,,,,,,,0.0,0.0,-27148.0,43335.0,,0.0,0.0,-9540.0,0.0,0.0,98610.39239999953,865.7999999999907,,0.0,1.0,0.0
1993-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67249.99999999999,0.0,-77659.99999999999,,0.0,-81887.5,,,,,,,0.0,0.0,-27301.999999999996,43160.0,,0.0,0.0,-9560.0,0.0,0.0,98610.39239999953,865.7999999999907,,0.0,1.0,0.0
1993-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67330.0,0.0,-77539.99999999999,,0.0,-82324.99999999999,,,,,,,0.0,0.0,-27258.0,43035.0,,0.0,0.0,-10150.0,0.0,0.0,98610.39239999953,865.7999999999907,,0.0,1.0,0.0
1993-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67650.0,0.0,-77639.99999999999,,0.0,-82012.5,,,,,,,0.0,0.0,-28358.0,42700.0,,0.0,0.0,-9890.0,0.0,0.0,98610.39239999953,865.7999999999907,,0.0,1.0,0.0
1993-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67550.0,0.0,-77900.0,,0.0,-82624.99999999999,,,,,,,0.0,0.0,-29721.999999999996,42325.0,,0.0,0.0,0.0,0.0,0.0,97576.09239999953,867.0999999999907,,0.0,1.0,0.0
1993-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21646.799999999996,,0.0,-67269.99999999999,0.0,-77859.99999999999,,0.0,-82912.5,,,,,,,0.0,0.0,-29865.0,0.0,,0.0,0.0,0.0,0.0,0.0,97658.64119999953,869.6999999999906,,0.0,1.0,0.0
1993-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21294.0,,0.0,-67340.0,0.0,-77830.0,,0.0,-83150.0,,,,,,,0.0,0.0,-30128.999999999996,0.0,,0.0,0.0,0.0,0.0,0.0,97658.64119999953,869.6999999999906,,0.0,1.0,0.0
1993-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21457.8,,0.0,-67330.0,0.0,-77910.0,,0.0,-82874.99999999999,,,,,,,0.0,0.0,-30381.999999999996,0.0,,0.0,0.0,0.0,0.0,0.0,97658.64119999953,869.6999999999906,,0.0,1.0,0.0
1993-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21243.600000000002,,0.0,-67110.0,0.0,-77820.0,,0.0,-82824.99999999999,,,,,,,0.0,0.0,-30943.0,0.0,,0.0,0.0,0.0,0.0,0.0,97658.64119999953,869.6999999999906,,0.0,1.0,0.0
1993-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21436.799999999996,,0.0,-67520.0,0.0,-77839.99999999999,,0.0,-81824.99999999999,,,,,,,0.0,0.0,-32043.0,0.0,,0.0,0.0,0.0,0.0,0.0,97658.64119999953,869.6999999999906,,0.0,1.0,0.0
1993-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21554.4,,0.0,-67520.0,0.0,-77820.0,,0.0,-81787.5,,,,,,,0.0,0.0,-33143.0,0.0,,0.0,0.0,0.0,0.0,0.0,97658.64119999953,869.6999999999906,,0.0,1.0,0.0
1993-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22020.600000000002,,0.0,-67290.0,0.0,-77569.99999999999,,0.0,-81787.5,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,97362.94119999954,870.9999999999906,,0.0,1.0,0.0
1993-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21852.600000000002,,0.0,-67299.99999999999,0.0,-77599.99999999999,,0.0,-82287.5,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,97362.94119999954,870.9999999999906,,0.0,1.0,0.0
1993-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67779.99999999999,0.0,-77420.0,,0.0,-81287.5,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,97361.11499999954,872.2999999999905,,0.0,1.0,0.0
1993-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-68669.99999999999,0.0,-77510.0,,0.0,-81637.5,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,97361.11499999954,872.2999999999905,,0.0,1.0,0.0
1993-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-68799.99999999999,0.0,-77159.99999999999,,0.0,-83349.99999999999,,,,,,,0.0,0.0,0.0,43310.0,,0.0,0.0,0.0,0.0,0.0,97273.06499999954,873.5999999999905,,0.0,1.0,0.0
1993-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-68650.0,0.0,-77239.99999999999,,0.0,-82837.49999999999,,,,,,,0.0,0.0,0.0,43160.0,,0.0,0.0,0.0,0.0,0.0,97273.06499999954,873.5999999999905,,0.0,1.0,0.0
1993-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-68579.99999999999,0.0,-77390.0,,0.0,-82662.5,,,,,,,0.0,0.0,0.0,43535.0,,0.0,0.0,0.0,0.0,0.0,97273.06499999954,873.5999999999905,,0.0,1.0,0.0
1993-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67569.99999999999,0.0,-77099.99999999999,,0.0,-82612.5,,,,,,,0.0,0.0,0.0,43735.0,,0.0,0.0,0.0,0.0,0.0,97273.06499999954,873.5999999999905,,0.0,1.0,0.0
1993-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-67730.0,0.0,-77180.0,,0.0,-82925.0,,,,,,,0.0,0.0,0.0,44085.0,,0.0,0.0,0.0,0.0,0.0,97273.06499999954,873.5999999999905,,0.0,1.0,0.0
